25.22623465854788,88.37823263232298,kTwtNuSsC8wL7l21J5j61w
25.45120546390112,87.8864985953772,kp-JyA4rgVa9CNYtlSWNFA
25.30648772480846,87.93318923863943,LSQwiidzEzSmWvV8GMaknQ
24.87216921629825,88.13897708053837,iIzrEWQJAxJ_1B2lfpsleg
25.20826406737837,88.08809565121618,MJEC7_ioWKdewehyT67ftQ
25.28438317140991,88.09623670559775,AiCwlkspGPUNC95He_nZ6w
25.08446524802983,88.09236149942068,7hEzelQ3gU0s-XALUlilAg
25.02733789114075,88.03890646090656,OukcHxFng3dKO89w-ji9qA
25.38306628643487,88.04438115299565,QnM2EAUA5JfLt81E6Vazlg
25.26673019376964,88.25801367730543,zeS8HvAKCn1lSVDV5Mf9bw
25.19185403067839,88.23198151744731,8aSYzCiwYqm9RgOMfaHbbA
25.41670405351786,87.93513683754801,dqic5vI5UfxKqcHuZbidPQ
25.45275326859637,87.92452017023484,pGFgJhQN8uXEZQaEtE_eaQ
25.48003567715234,88.00220498231796,07Hsr_uar9NqKG6fv6uE1Q
22.3474335109708,87.25710302542942,802af1-RGb1Dq87qJoguDg
23.29436516008614,86.68604229504845,bDOGz54cu-wWipf8oj90og
24.88000766761312,88.03420482092832,kOVNz_-L2ok-eSqPaQD5Hw
23.0354433729568,86.32707549555188,ZtNkPuMLITcxx5OoDpELUQ
22.1611264052337,87.29004340438058,7vpSrcU2ZKfjPqPO7Nig5A
22.62999950948177,87.65108651855431,3EIcwJkidnuDRrvvQaUyvQ
23.64913082762565,86.79475427675963,_oOqwayT3HQRDyJVjyna1g
25.38187509415095,88.03887064077388,qKzhw5BARJmlRNcOD5Zmmw
23.2123391619937,86.35126363475814,8tt6jC7-azv-DyvcCJVktQ
22.45794759227002,87.12690844541324,cGohrUb2s5pllYQTkhXoEg
22.37657210478799,87.22745019981559,WI_RgbQipBp7EtVyrXNsCw
